title	Type	Label	Cost Normal	Cost Hyper	Cost Another	SP DJ Points	DP DJ Points	SPB Unlocked	SPB Rating	SPB Lamp	SPB Letter	SPB EX Score	SPB Miss Count	SPB Note Count	SPB DJ Points	SPN Unlocked	SPN Rating	SPN Lamp	SPN Letter	SPN EX Score	SPN Miss Count	SPN Note Count	SPN DJ Points	SPH Unlocked	SPH Rating	SPH Lamp	SPH Letter	SPH EX Score	SPH Miss Count	SPH Note Count	SPH DJ Points	SPA Unlocked	SPA Rating	SPA Lamp	SPA Letter	SPA EX Score	SPA Miss Count	SPA Note Count	SPA DJ Points	SPL Unlocked	SPL Rating	SPL Lamp	SPL Letter	SPL EX Score	SPL Miss Count	SPL Note Count	SPL DJ Points	DPN Unlocked	DPN Rating	DPN Lamp	DPN Letter	DPN EX Score	DPN Miss Count	DPN Note Count	DPN DJ Points	DPH Unlocked	DPH Rating	DPH Lamp	DPH Letter	DPH EX Score	DPH Miss Count	DPH Note Count	DPH DJ Points	DPA Unlocked	DPA Rating	DPA Lamp	DPA Letter	DPA EX Score	DPA Miss Count	DPA Note Count	DPA DJ Points	DPL Unlocked	DPL Rating	DPL Lamp	DPL Letter	DPL EX Score	DPL Miss Count	DPL Note Count	DPL DJ Points
Light My Fire	Sub	PD1	0	0	0	23.394	0									TRUE	4	NP	F	0	-	390		TRUE	7	NP	F	0	-	682		TRUE	10	EX	AA	1671	10	1060	2.33940000E+001									TRUE	5	NP	F	0	-	444		TRUE	7	NP	F	0	-	686		TRUE	10	NP	F	0	-	1007										
十六夜セツナ	Sub	PD1	0	0	0	23.6385	0									TRUE	5	NP	F	0	-	521		TRUE	7	NP	F	0	-	823		TRUE	10	EX	A	1751	16	1132	2.36385000E+001									TRUE	6	NP	F	0	-	662		TRUE	8	NP	F	0	-	917		TRUE	10	NP	F	0	-	1235										
紅牡丹	Bits	Bits	6000	9000	11500	26.195	0	TRUE	3	NP	F	0	-	249		FALSE	6	NP	F	0	-	544		TRUE	9	FC	AA	1606	0	929		TRUE	12	HC	A	2015	44	1445	2.61950000E+001									FALSE	6	NP	F	0	-	599		TRUE	9	NP	F	0	-	930		TRUE	11	NP	F	0	-	1291										
BLUE MIRAGE	Sub	PD1	0	0	0	20.9655	0									TRUE	5	NP	F	0	-	596		TRUE	10	EX	A	1553	10	1091	2.09655000E+001	TRUE	12	NC	B	1902	91	1606										TRUE	5	NP	F	0	-	596		TRUE	9	NP	F	0	-	1092		TRUE	11	NP	F	0	-	1509										
#The_Relentless	Sub	PD2	0	0	0	27.222	0									TRUE	6	NP	F	0	-	611		TRUE	9	FC	AA	1802	0	1028		TRUE	11	HC	A	2094	40	1479	2.72220000E+001									TRUE	5	NP	F	0	-	592		TRUE	9	NP	F	0	-	929		TRUE	11	NP	F	0	-	1626										
Blaze it UP!	Sub	PD1	0	0	0	31.4955	0									TRUE	5	NP	F	0	-	493		TRUE	8	FC	AA	1692	1	964		TRUE	11	EX	A	2333	18	1501	3.14955000E+001									TRUE	5	NP	F	0	-	564		TRUE	8	NP	F	0	-	1069		TRUE	11	NP	F	0	-	1613										
Sweet Radar	Base	Base	0	0	0	25.433	0									TRUE	4	NP	F	0	-	338		TRUE	7	NP	F	0	-	689		TRUE	10	FC	AA	1754	3	1020	2.54330000E+001									TRUE	4	NP	F	0	-	345		TRUE	6	NP	F	0	-	586		TRUE	10	NP	F	0	-	1000										
IMPLANTATION	Bits	Bits	5000	9500	11500	17.496	0									FALSE	5	NP	F	0	-	335		TRUE	10	EX	A	1296	9	885	1.74960000E+001	TRUE	12	F	B	1328	75	1163										FALSE	5	NP	F	0	-	502		TRUE	9	NP	F	0	-	807		TRUE	11	NP	F	0	-	1153										
Night sky	Sub	PD1	0	0	0	26.273	0									TRUE	6	NP	F	0	-	599		TRUE	9	EX	AA	1624	14	972		TRUE	11	HC	A	2021	44	1491	2.62730000E+001									TRUE	6	NP	F	0	-	600		TRUE	9	NP	F	0	-	968		TRUE	12	NP	F	0	-	1672										
m1dy Festival	Sub	PD1	0	0	0	22.659	0									TRUE	5	NP	F	0	-	509		TRUE	8	EX	AA	1374	4	853		TRUE	11	HC	A	1743	31	1289	2.26590000E+001									TRUE	5	NP	F	0	-	531		TRUE	8	NP	F	0	-	838		TRUE	10	NP	F	0	-	1194										
SAMSARA	Sub	PD1	0	0	0	25.9405	0									TRUE	4	NP	F	0	-	432		TRUE	7	NP	F	0	-	731		TRUE	10	FC	AA	1789	0	1031	2.59405000E+001									TRUE	4	NP	F	0	-	408		TRUE	7	NP	F	0	-	786		TRUE	10	NP	F	0	-	1087										
時空トラベローグ	Sub	PD2	0	0	0	24.843	0									TRUE	6	NP	F	0	-	571		TRUE	9	FC	AA	1594	3	983		TRUE	11	HC	A	1911	34	1395	2.48430000E+001									TRUE	6	NP	F	0	-	546		TRUE	9	NP	F	0	-	975		TRUE	11	NP	F	0	-	1313										
ぷろぐれっしぶ時空少女！うらしまたろ子ちゃん！	Sub	PD1	0	0	0	26.9325	0									TRUE	5	NP	F	0	-	453		TRUE	7	NP	F	0	-	756		TRUE	11	EX	A	1995	19	1285	2.69325000E+001									TRUE	4	NP	F	0	-	386		TRUE	7	NP	F	0	-	728		TRUE	10	NP	F	0	-	1243										
Amnolys	Bits	Bits	5500	9000	11000	27.324	0									FALSE	5	NP	F	0	-	442		TRUE	9	FC	AA	1466	1	876		TRUE	11	EX	A	2024	21	1354	2.73240000E+001									FALSE	6	NP	F	0	-	556		TRUE	9	NP	F	0	-	909		TRUE	11	NP	F	0	-	1254										
IXION	Sub	PD2	0	0	0	24.9255	0									TRUE	5	NP	F	0	-	569		TRUE	8	FC	AA	1505	1	913		TRUE	9	FC	AA	1719	2	1086	2.49255000E+001									TRUE	5	NP	F	0	-	621		TRUE	8	NP	F	0	-	911		TRUE	11	NP	F	0	-	1187										
Gravigazer	Sub	PD2	0	0	0	21.126	0									TRUE	5	NP	F	0	-	495		TRUE	10	EX	AA	1509	9	966	2.11260000E+001	TRUE	12	NC	B	1867	56	1533										TRUE	5	NP	F	0	-	511		TRUE	9	NP	F	0	-	912		TRUE	12	NP	F	0	-	1524										
Chrono Diver -PENDULUMs-	Sub	PD1	0	0	0	25.337	0									TRUE	7	NP	F	0	-	722		TRUE	11	HC	A	1949	41	1422	2.53370000E+001	TRUE	12	NP	F	0	-	2222										TRUE	7	NP	F	0	-	722		TRUE	11	NP	F	0	-	1422		TRUE	12	NP	F	0	-	2222										
SpaceLand☆TOYBOX	Sub	PD2	0	0	0	26.507	0									TRUE	6	NP	F	0	-	552		TRUE	9	FC	AA	1537	2	900		TRUE	12	HC	A	2039	45	1501	2.65070000E+001									TRUE	6	NP	F	0	-	585		TRUE	9	NP	F	0	-	951		TRUE	12	NP	F	0	-	1528										
Vulkan	Sub	PD2	0	0	0	30.6315	0									TRUE	5	NP	F	0	-	527		TRUE	9	FC	AA	1737	4	1030		TRUE	11	EX	A	2269	19	1518	3.06315000E+001									TRUE	5	NP	F	0	-	582		TRUE	9	NP	F	0	-	1120		TRUE	11	NP	F	0	-	1618										
Scars of FAUNA	Sub	PD2	0	0	0	26.156	0									TRUE	5	NP	F	0	-	435		TRUE	8	FC	AA	1493	2	871		TRUE	11	HC	A	2012	58	1475	2.61560000E+001									TRUE	5	NP	F	0	-	436		TRUE	8	NP	F	0	-	816		TRUE	11	NP	F	0	-	1424										
ベィスドロップ・フリークス	Sub	PD1	0	0	0	23.1795	0									TRUE	4	NP	F	0	-	323		TRUE	7	NP	F	0	-	651		TRUE	10	EX	A	1717	16	1143	2.31795000E+001	TRUE	11	NC	B	1679	81	1275		TRUE	4	NP	F	0	-	424		TRUE	7	NP	F	0	-	626		TRUE	11	NP	F	0	-	1220		TRUE	11	NP	F	0	-	1252		
Sakura Mirage	Bits	Bits	6000	8000	10500	21.437	0									FALSE	6	NP	F	0	-	520		TRUE	8	FC	AA	1149	1	710		TRUE	11	HC	A	1649	45	1190	2.14370000E+001									FALSE	6	NP	F	0	-	520		TRUE	8	NP	F	0	-	731		TRUE	10	NP	F	0	-	1156										
Hello Happiness	Sub	PD2	0	0	0	20.917	0									TRUE	5	NP	F	0	-	461		TRUE	9	EX	AA	1412	11	871		TRUE	11	HC	A	1609	36	1198	2.09170000E+001									TRUE	5	NP	F	0	-	421		TRUE	8	NP	F	0	-	715		TRUE	11	NP	F	0	-	1134										
打打打打打打打打打打	Sub	PD2	0	0	0	24.726	0									TRUE	5	NP	F	0	-	419		TRUE	8	EX	AA	1185	9	701		TRUE	11	HC	A	1902	31	1342	2.47260000E+001									TRUE	5	NP	F	0	-	479		TRUE	9	NP	F	0	-	770		TRUE	11	NP	F	0	-	1301										
No Tears	Sub	PD1	0	0	0	28.826	0									TRUE	6	NP	F	0	-	609		TRUE	9	EX	AA	1728	10	1082		TRUE	11	EX	AA	2059	17	1286	2.88260000E+001									TRUE	6	NP	F	0	-	639		TRUE	9	NP	F	0	-	1028		TRUE	10	NP	F	0	-	1216										
鬼天	Sub	PD1	0	0	0	22.347	0									TRUE	6	NP	F	0	-	519		TRUE	9	EX	AA	1416	10	889		TRUE	11	HC	A	1719	36	1265	2.23470000E+001									TRUE	6	NP	F	0	-	576		TRUE	10	NP	F	0	-	960		TRUE	12	NP	F	0	-	1467										
entelecheia	Sub	PD2	0	0	0	24.612	0									TRUE	6	NP	F	0	-	528		TRUE	10	EX	AA	1758	17	1106	2.46120000E+001	TRUE	12	NC	B	2193	74	1657										TRUE	7	NP	F	0	-	589		TRUE	10	NP	F	0	-	1094		TRUE	12	NP	F	0	-	1778										
とろぴかる倶楽部	Bits	Bits	5500	8500	11000	21.294	0									FALSE	5	NP	F	0	-	432		TRUE	8	EX	AA	1244	5	755		TRUE	11	HC	A	1638	39	1154	2.12940000E+001									FALSE	6	NP	F	0	-	559		TRUE	9	NP	F	0	-	890		TRUE	11	NP	F	0	-	1149										
Beyond The Earth	Sub	PD2	0	0	0	30.836	0									TRUE	5	NP	F	0	-	668		TRUE	10	EX	A	1641	14	1102		TRUE	11	HC	A	2372	33	1646	3.08360000E+001									TRUE	6	NP	F	0	-	748		TRUE	9	NP	F	0	-	1214		TRUE	11	NP	F	0	-	1494										
The Least 100sec	Bits	Bits	5500	9000	12000	20.724	0									FALSE	5	NP	F	0	-	414		TRUE	9	FC	AA	1316	0	762		TRUE	12	HC	B	1727	59	1505	2.07240000E+001									FALSE	6	NP	F	0	-	496		TRUE	9	NP	F	0	-	774		TRUE	12	NP	F	0	-	1369										
fallen leaves -IIDX edition-	Bits	Bits	6000	9500	12000	24.416	0									FALSE	6	NP	F	0	-	603		TRUE	10	EX	AA	1744	12	1085	2.44160000E+001	TRUE	12	NP	F	0	-	1745										FALSE	6	NP	F	0	-	629		TRUE	9	NP	F	0	-	967		TRUE	12	NP	F	0	-	1832										
Ludus In Tenebris	Sub	PD1	0	0	0	23.282	0									TRUE	5	NP	F	0	-	492		TRUE	10	FC	A	1663	9	1118	2.32820000E+001	TRUE	12	EC	B	2180	102	1809										TRUE	6	NP	F	0	-	509		TRUE	9	NP	F	0	-	1086		TRUE	12	NP	F	0	-	1797										
Monopole.	Sub	PD2	0	0	0	23.31	0									TRUE	4	NP	F	0	-	403		TRUE	8	FC	AA	1501	1	867		TRUE	12	EC	B	2220	104	1729	2.33100000E+001									TRUE	5	NP	F	0	-	433		TRUE	8	NP	F	0	-	982		TRUE	11	NP	F	0	-	1362										
TOXIC VIBRATION	Sub	PD2	0	0	0	30.1455	0									TRUE	7	NP	F	0	-	831		TRUE	10	FC	AA	2079	1	1248	3.01455000E+001	TRUE	12	NC	B	2387	118	1933										TRUE	7	NP	F	0	-	872		TRUE	10	NP	F	0	-	1376		TRUE	12	NP	F	0	-	2134										
Erosion Mark  	Sub	PD1	0	0	0	24.122	0									TRUE	4	NP	F	0	-	407		TRUE	8	FC	AA	1327	1	788		TRUE	11	EX	AA	1723	14	1096	2.41220000E+001									TRUE	4	NP	F	0	-	433		TRUE	8	NP	F	0	-	798		TRUE	11	NP	F	0	-	1186										
ZZ	Sub	PD2	0	0	0	23.674	0									TRUE	6	NP	F	0	-	667		TRUE	10	EX	AA	1691	3	1042	2.36740000E+001	TRUE	12	NC	B	1912	49	1541										TRUE	6	NP	F	0	-	665		TRUE	10	NP	F	0	-	1019		TRUE	12	NP	F	0	-	1647										
TIEFSEE	Bits	Bits	6000	9000	12000	27.108	0									FALSE	6	NP	F	0	-	653		TRUE	9	FC	AA	1734	2	1096		TRUE	12	HC	B	2259	58	1752	2.71080000E+001									FALSE	6	NP	F	0	-	630		TRUE	9	NP	F	0	-	1099		TRUE	12	NP	F	0	-	1767										
We're so Happy (P*Light Remix) IIDX ver.	Sub	PD1	0	0	0	26.169	0									TRUE	6	NP	F	0	-	600		TRUE	10	EX	AA	1847	12	1187		TRUE	12	NC	B	2379	133	1896	2.61690000E+001									TRUE	6	NP	F	0	-	598		TRUE	10	NP	F	0	-	1197		TRUE	12	NP	F	0	-	1716										
Hollywood Galaxy(DJ NAGAI Remix)	Bits	Bits	6000	10000	12000	25.619	0									FALSE	6	NP	F	0	-	585		TRUE	10	EX	A	1869	11	1234		TRUE	12	NC	B	2329	90	1778	2.56190000E+001									FALSE	6	NP	F	0	-	607		TRUE	10	NP	F	0	-	1254		TRUE	12	NP	F	0	-	1694										
全力 SPECIAL VACATION!! ～限りある休日～	Sub	PD2	0	0	0	21.385	0									TRUE	6	NP	F	0	-	570		TRUE	8	FC	AA	1435	3	846		TRUE	11	HC	A	1645	45	1142	2.13850000E+001									TRUE	6	NP	F	0	-	577		TRUE	8	NP	F	0	-	849		TRUE	11	NP	F	0	-	1351										
千年ノ理	Sub	TH1	0	0	0	30.693	0									TRUE	6	NP	F	0	-	602		TRUE	9	FC	AA	1738	1	1008		TRUE	12	HC	A	2361	31	1608	3.06930000E+001	TRUE	12	F	C	2069	314	2183		TRUE	6	NP	F	0	-	680		TRUE	9	NP	F	0	-	931		TRUE	12	NP	F	0	-	1774		TRUE	12	NP	F	0	-	2190		
妖隠し -あやかしかくし-	Sub	TH1	0	0	0	26.8105	0									TRUE	5	NP	F	0	-	489		TRUE	9	FC	AAA	1448	2	803		TRUE	10	FC	AA	1849	5	1103	2.68105000E+001									TRUE	6	NP	F	0	-	535		TRUE	8	NP	F	0	-	822		TRUE	11	NP	F	0	-	1380										
取り残された美術(Arranged:HiZuMi)	Sub	TH1	0	0	0	26.138	0	TRUE	1	NP	F	0	-	126		TRUE	5	NP	F	0	-	495		TRUE	8	FC	AA	1470	3	882		TRUE	10	EX	AA	1867	13	1111	2.61380000E+001									TRUE	5	NP	F	0	-	393		TRUE	8	NP	F	0	-	745		TRUE	10	NP	F	0	-	1158										
Scarlet Moon	Sub	TH1	0	0	0	27.243	0									TRUE	6	NP	F	0	-	542		TRUE	9	FC	AA	1649	1	998		TRUE	11	EX	A	2018	20	1389	2.72430000E+001									TRUE	6	NP	F	0	-	555		TRUE	9	NP	F	0	-	989		TRUE	11	NP	F	0	-	1438										
それは花火のような恋	Bits	Bits	6500	10000	12000	29.162	0	TRUE	3	NP	F	0	-	354		FALSE	6	NP	F	0	-	649		TRUE	10	EX	AA	2083	10	1321	2.91620000E+001	TRUE	12	NC	B	2395	110	1976										FALSE	7	NP	F	0	-	664		TRUE	10	NP	F	0	-	1261		TRUE	12	NP	F	0	-	1930										
パ→ピ→プ→Yeah!	Sub	PD2	0	0	0	25.233	0									TRUE	6	NP	F	0	-	527		TRUE	9	FC	AA	1398	1	814		TRUE	11	HC	A	1941	22	1280	2.52330000E+001									TRUE	6	NP	F	0	-	503		TRUE	9	NP	F	0	-	923		TRUE	11	NP	F	0	-	1348										
EBONY & IVORY	Bits	Bits	6000	9000	12000	20.5465	0									FALSE	6	NP	F	0	-	557		TRUE	9	FC	AA	1417	2	890	2.05465000E+001	TRUE	12	NC	B	1826	112	1520		TRUE	12	NP	F	0	-	1887		FALSE	6	NP	F	0	-	594		TRUE	9	NP	F	0	-	900		TRUE	12	NP	F	0	-	1575		TRUE	12	NP	F	0	-	1878		
In The Breeze	Sub	PD2	0	0	0	20.387	0									TRUE	4	NP	F	0	-	336		TRUE	7	NP	F	0	-	601		TRUE	9	FC	AA	1406	8	896	2.03870000E+001									TRUE	5	NP	F	0	-	416		TRUE	8	NP	F	0	-	630		TRUE	10	NP	F	0	-	996										
Sounds Of Summer	Sub	PD1	0	0	0	24.976	0									TRUE	6	NP	F	0	-	640		TRUE	10	EX	AA	1784	13	1080	2.49760000E+001	TRUE	12	EC	A	2052	82	1513										TRUE	6	NP	F	0	-	617		TRUE	9	NP	F	0	-	1006		TRUE	12	NP	F	0	-	1599										
Chronos	Sub	PD1	0	0	0	22.4775	0									TRUE	5	NP	F	0	-	443		TRUE	8	FC	AA	1192	1	717		TRUE	11	EX	A	1665	22	1205	2.24775000E+001									TRUE	5	NP	F	0	-	462		TRUE	9	NP	F	0	-	914		TRUE	11	NP	F	0	-	1356										
少年は空を辿る	Sub	PD2	0	0	0	23.604	0									TRUE	6	NP	F	0	-	644		TRUE	10	EX	AA	1686	9	1081	2.36040000E+001	TRUE	12	EC	B	2038	124	1729										TRUE	7	NP	F	0	-	644		TRUE	10	NP	F	0	-	1092		TRUE	12	NP	F	0	-	1908										
ドッキン☆サマーあばんちゅーる	Bits	Bits	5500	8500	11000	27.911	0									FALSE	5	NP	F	0	-	531		TRUE	8	FC	AA	1502	2	907		TRUE	11	HC	A	2147	47	1447	2.79110000E+001									FALSE	6	NP	F	0	-	517		TRUE	9	NP	F	0	-	975		TRUE	11	NP	F	0	-	1452										
夏色DIARY - L.E.D.-G STYLE MIX -	Bits	Bits	6000	10000	12000	20.5605	0									FALSE	6	NP	F	0	-	505		TRUE	10	EX	A	1523	6	1031	2.05605000E+001	TRUE	12	NC	B	1861	83	1590										FALSE	6	NP	F	0	-	495		TRUE	10	NP	F	0	-	1135		TRUE	12	NP	F	0	-	1377										
Discloze	Bits	Bits	6000	9000	11000	23.699	0									FALSE	6	NP	F	0	-	498		TRUE	9	FC	AA	1528	2	872		TRUE	11	HC	A	1823	33	1365	2.36990000E+001									FALSE	6	NP	F	0	-	497		TRUE	9	NP	F	0	-	966		TRUE	11	NP	F	0	-	1437										
Invitation from Mr.C	Bits	Bits	6500	9000	12000	19.662	0									FALSE	6	NP	F	0	-	594		TRUE	9	FC	AA	1356	0	810	1.96620000E+001	TRUE	12	EC	B	1580	109	1405										FALSE	7	NP	F	0	-	637		TRUE	9	NP	F	0	-	833		TRUE	12	NP	F	0	-	1399										
PENDUAL TALISMAN	Sub	PD2	0	0	0	28.966	0									TRUE	5	NP	F	0	-	524		TRUE	8	FC	AAA	1477	0	820		TRUE	11	EX	AA	2069	15	1314	2.89660000E+001									TRUE	4	NP	F	0	-	446		TRUE	8	NP	F	0	-	992		TRUE	10	NP	F	0	-	1340										
DIAMOND CROSSING	Sub	COP1	0	0	0	20.174	0									TRUE	7	NP	F	0	-	509		TRUE	10	EX	AA	1441	9	917	2.01740000E+001	TRUE	12	F	C	1682	278	1585										TRUE	7	NP	F	0	-	688		TRUE	10	NP	F	0	-	979		TRUE	12	NP	F	0	-	1681										
駅猫のワルツ	Sub	COP2	0	0	0	18.54	0									TRUE	6	NP	F	0	-	601		TRUE	10	HC	B	1545	40	1174	1.85400000E+001	TRUE	12	F	B	1732	126	1558										TRUE	6	NP	F	0	-	515		TRUE	10	NP	F	0	-	1147		TRUE	12	NP	F	0	-	1635										
SHELTER OF THE MIND	Base	Base	0	0	0	32.265	0									TRUE	6	NP	F	0	-	722		TRUE	9	FC	AA	1709	0	1020		TRUE	11	EX	A	2390	19	1538	3.22650000E+001									TRUE	6	NP	F	0	-	645		TRUE	9	NP	F	0	-	1037		TRUE	11	NP	F	0	-	1484										
か・し・ま・し☆PUMP UP！	Bits	Bits	6000	9000	11000	26.208	0									FALSE	6	NP	F	0	-	607		TRUE	9	EX	AA	1534	4	966		TRUE	11	HC	A	2016	38	1453	2.62080000E+001									FALSE	6	NP	F	0	-	607		TRUE	9	NP	F	0	-	941		TRUE	11	NP	F	0	-	1501										
ギョギョっと人魚♨爆婚ブライダル	Sub	COP1	0	0	0	24.0975	0									TRUE	4	NP	F	0	-	418		TRUE	8	FC	AA	1234	0	743		TRUE	10	EX	A	1785	13	1209	2.40975000E+001									TRUE	4	NP	F	0	-	428		TRUE	8	NP	F	0	-	805		TRUE	10	NP	F	0	-	1164										
Nightmare before oversleep	Sub	COP2	0	0	0	25.524	0									TRUE	7	NP	F	0	-	605		TRUE	10	EX	AA	1626	9	988		TRUE	12	NC	A	2127	46	1500	2.55240000E+001									TRUE	7	NP	F	0	-	665		TRUE	10	NP	F	0	-	975		TRUE	12	NP	F	0	-	1580										
Highcharge Divolt	Sub	COP1	0	0	0	19.852	0									TRUE	6	NP	F	0	-	456		TRUE	10	EX	AA	1418	9	889	1.98520000E+001	TRUE	12	NC	B	1769	65	1421										TRUE	6	NP	F	0	-	527		TRUE	10	NP	F	0	-	863		TRUE	12	NP	F	0	-	1431										
Uh-Oh	Sub	COP1	0	0	0	21.944	0									TRUE	5	NP	F	0	-	568		TRUE	8	FC	AA	1452	3	891		TRUE	11	HC	A	1688	39	1228	2.19440000E+001									TRUE	5	NP	F	0	-	580		TRUE	8	NP	F	0	-	808		TRUE	10	NP	F	0	-	1182										
M4K3 1T B0UNC3	Sub	COP2	0	0	0	24.584	0									TRUE	7	NP	F	0	-	713		TRUE	10	EX	AA	1756	8	1082	2.45840000E+001	TRUE	12	NC	B	2047	67	1546										TRUE	7	NP	F	0	-	675		TRUE	10	NP	F	0	-	1062		TRUE	12	NP	F	0	-	1521										
Donkey Donk	Sub	COP2	0	0	0	26.068	0									TRUE	6	NP	F	0	-	611		TRUE	9	EX	AA	1491	12	892		TRUE	10	EX	AA	1862	12	1150	2.60680000E+001									TRUE	6	NP	F	0	-	560		TRUE	9	NP	F	0	-	976		TRUE	11	NP	F	0	-	1154										
Everlasting Last	Sub	COP2	0	0	0	26.5785	0									TRUE	4	NP	F	0	-	427		TRUE	8	FC	AA	1359	5	836		TRUE	10	FC	AA	1833	0	1124	2.65785000E+001									TRUE	5	NP	F	0	-	555		TRUE	8	NP	F	0	-	809		TRUE	10	NP	F	0	-	1237										
オルタネイトβ	Sub	COP1	0	0	0	27.342	0									TRUE	4	NP	F	0	-	424		TRUE	7	NP	F	0	-	725		TRUE	10	EX	AA	1953	3	1137	2.73420000E+001									TRUE	4	NP	F	0	-	388		TRUE	7	NP	F	0	-	701		TRUE	10	NP	F	0	-	1331										
refrain	Sub	COP2	0	0	0	26.334	0									TRUE	6	NP	F	0	-	622		TRUE	10	EX	AA	1881	12	1208	2.63340000E+001	TRUE	12	NC	B	2269	96	1857										TRUE	6	NP	F	0	-	633		TRUE	10	NP	F	0	-	1094		TRUE	12	NP	F	0	-	1856										
Transport	Sub	COP2	0	0	0	24.948	0									TRUE	5	NP	F	0	-	522		TRUE	7	NP	F	0	-	771		TRUE	10	EX	AA	1782	8	1091	2.49480000E+001									TRUE	5	NP	F	0	-	481		TRUE	7	NP	F	0	-	776		TRUE	10	NP	F	0	-	1049										
Central Station	Sub	SS3	0	0	0	23.4	0									TRUE	5	NP	F	0	-	527		TRUE	8	FC	AA	1383	2	803		TRUE	10	HC	A	1800	25	1223	2.34000000E+001									TRUE	4	NP	F	0	-	467		TRUE	8	NP	F	0	-	806		TRUE	10	NP	F	0	-	1285										
少女アリスと箱庭幻想コンチェルト	Sub	COP2	0	0	0	24.752	0									TRUE	5	NP	F	0	-	390		TRUE	8	FC	AAA	1360	0	761		TRUE	10	EX	AA	1768	15	1095	2.47520000E+001									TRUE	5	NP	F	0	-	440		TRUE	9	NP	F	0	-	819		TRUE	11	NP	F	0	-	1259										
Outbreak	Sub	COP2	0	0	0	28.119	0									TRUE	6	NP	F	0	-	675		TRUE	9	FC	AAA	1683	0	933		TRUE	11	HC	A	2163	42	1523	2.81190000E+001									TRUE	6	NP	F	0	-	658		TRUE	9	NP	F	0	-	914		TRUE	11	NP	F	0	-	1548										
X	Sub	COP2	0	0	0	25.299	0									TRUE	7	NP	F	0	-	811		TRUE	10	EX	A	1874	17	1277	2.52990000E+001	TRUE	12	EC	B	2214	162	1952										TRUE	7	NP	F	0	-	802		TRUE	10	NP	F	0	-	1377		TRUE	12	NP	F	0	-	2086										
セロトニン	Sub	COP1	0	0	0	24.7995	0									TRUE	6	NP	F	0	-	677		TRUE	9	EX	AA	1515	9	947		TRUE	11	EX	A	1837	16	1194	2.47995000E+001									TRUE	6	NP	F	0	-	676		TRUE	9	NP	F	0	-	948		TRUE	11	NP	F	0	-	1231										
太陽SUNSUNボンジュールアバンチュール	Sub	COP1	0	0	0	27.3375	0									TRUE	6	NP	F	0	-	523		TRUE	8	FC	AA	1452	6	899		TRUE	11	EX	A	2025	15	1402	2.73375000E+001									TRUE	6	NP	F	0	-	514		TRUE	9	NP	F	0	-	975		TRUE	11	NP	F	0	-	1247										
Daily Lunch Special	Sub	COP1	0	0	0	28.626	0									TRUE	6	NP	F	0	-	549		TRUE	9	EX	AA	1824	12	1098		TRUE	11	HC	A	2202	28	1494	2.86260000E+001									TRUE	6	NP	F	0	-	554		TRUE	9	NP	F	0	-	1102		TRUE	11	NP	F	0	-	1622										
明鏡止水	Sub	COP2	0	0	0	27.864	0									TRUE	5	NP	F	0	-	438		TRUE	9	EX	AA	1608	3	976		TRUE	11	EX	A	2064	22	1443	2.78640000E+001									TRUE	5	NP	F	0	-	416		TRUE	9	NP	F	0	-	862		TRUE	11	NP	F	0	-	1346										
Dreamin Train	Sub	COP1	0	0	0	23.3415	0									TRUE	4	NP	F	0	-	299		TRUE	6	NP	F	0	-	562		TRUE	10	EX	A	1729	10	1186	2.33415000E+001									TRUE	3	NP	F	0	-	299		TRUE	6	NP	F	0	-	543		TRUE	10	NP	F	0	-	1183										
GET READY!!	Sub	COP2	0	0	0	18.469	0									TRUE	6	NP	F	0	-	543		TRUE	9	EX	AA	1310	6	840		TRUE	11	NC	B	1679	100	1365	1.84690000E+001									TRUE	6	NP	F	0	-	552		TRUE	9	NP	F	0	-	818		TRUE	12	NP	F	0	-	1510										
To The Paradise	Bits	Bits	3000	7000	9000	25.8245	0									FALSE	3	NP	F	0	-	342		FALSE	7	NP	F	0	-	781		TRUE	9	FC	AA	1781	1	1095	2.58245000E+001									FALSE	3	NP	F	0	-	327		FALSE	7	NP	F	0	-	744		TRUE	9	NP	F	0	-	1106										
Go Faraway	Bits	Bits	5000	8000	10500	25.785	0									FALSE	5	NP	F	0	-	520		FALSE	7	NP	F	0	-	766		TRUE	10	EX	A	1910	14	1259	2.57850000E+001									FALSE	5	NP	F	0	-	571		FALSE	9	NP	F	0	-	931		TRUE	11	NP	F	0	-	1363										
Dynamite	Sub	COP2	0	0	0	27.468	0									TRUE	7	NP	F	0	-	611		TRUE	10	EX	AA	1962	13	1246	2.74680000E+001	TRUE	12	F	C	1935	267	1953										TRUE	8	NP	F	0	-	775		TRUE	10	NP	F	0	-	1194		TRUE	12	NP	F	0	-	2084										
Aublia	Sub	COP1	0	0	0	23.205	0									TRUE	5	NP	F	0	-	495		TRUE	8	FC	AA	1277	3	785		TRUE	11	HC	A	1785	47	1299	2.32050000E+001									TRUE	5	NP	F	0	-	513		TRUE	8	NP	F	0	-	836		TRUE	11	NP	F	0	-	1262										
Musik LoverZ	Sub	SS2	0	0	0	26.3655	0									TRUE	5	NP	F	0	-	539		TRUE	7	NP	F	0	-	722		TRUE	10	EX	A	1953	18	1268	2.63655000E+001									TRUE	5	NP	F	0	-	538		TRUE	7	NP	F	0	-	709		TRUE	10	NP	F	0	-	1155										
